number,street,city,latGold,lonGold,geoapi_id,request_id,lat,long,accuracy,public_place
320,RUA BERTIOGA,SAO PAULO,-23.611136,-46.634215,Google,15574,-23.6111643,-46.6344211,,RUA BERTIOGA
185,RUA VISCONDE DE INHAUMA,SAO PAULO,-23.616762,-46.631863,Google,15575,-23.6173367,-46.6340132,,RUA VISCONDE DE INHAUMA
185,RUA VISCONDE DE INHAUMA,SAO PAULO,-23.616762,-46.631863,MapBox,15575,-23.617468,-46.633883,0.801728,RUA VISCONDE DE INHAUMA
185,RUA VISCONDE DE INHAUMA,SAO PAULO,-23.616762,-46.631863,TomTom,15575,-23.61747,-46.63389,16.4314441681,RUA VISCONDE DE INHAUMA
185,RUA VISCONDE DE INHAUMA,SAO PAULO,-23.616762,-46.631863,OpenRouteService,15575,-23.617468,-46.633883,0.8,RUA VISCONDE DE INHAUMA
88,RUA DOUTOR NOGUEIRA MARTINS,SAO PAULO,-23.613846,-46.630882,Google,15576,-23.6162755,-46.6357849,,RUA DOUTOR NOGUEIRA MARTINS
88,RUA DOUTOR NOGUEIRA MARTINS,SAO PAULO,-23.613846,-46.630882,OpenRouteService,15576,-23.616331,-46.635749,0.8,RUA DOUTOR NOGUEIRA MARTINS
88,RUA DOUTOR NOGUEIRA MARTINS,SAO PAULO,-23.613846,-46.630882,TomTom,15576,-23.6162,-46.63583,16.4244728088,RUA DOUTOR NOGUEIRA MARTINS
88,RUA DOUTOR NOGUEIRA MARTINS,SAO PAULO,-23.613846,-46.630882,MapBox,15576,-23.616336,-46.63574,0.801728,RUA DOUTOR NOGUEIRA MARTINS
1481,AVENIDA ITABORAI,SAO PAULO,-23.611512,-46.629561,TomTom,15577,-23.60946,-46.62149,12.0984487534,AVENIDA ITABORAI
1481,AVENIDA ITABORAI,SAO PAULO,-23.611512,-46.629561,OpenRouteService,15577,-23.60959,-46.621496,0.8,AVENIDA ITABORAI
1481,AVENIDA ITABORAI,SAO PAULO,-23.611512,-46.629561,Google,15577,-23.6092777,-46.6214671,,AVENIDA ITABORAI
1481,AVENIDA ITABORAI,SAO PAULO,-23.611512,-46.629561,MapBox,15577,-23.60959,-46.621496,0.787619,AVENIDA ITABORAI
00391,RUA DAS ORQUIDEAS,SAO PAULO,-23.607863,-46.642041,OpenRouteService,15578,-23.607131,-46.642613,0.8,RUA DAS ORQUIDEAS
00391,RUA DAS ORQUIDEAS,SAO PAULO,-23.607863,-46.642041,Google,15578,-23.6065711,-46.6431857,,RUA DAS ORQUIDEAS
00391,RUA DAS ORQUIDEAS,SAO PAULO,-23.607863,-46.642041,TomTom,15578,-23.60685,-46.6428,12.5686864853,RUA DAS ORQUIDEAS
00391,RUA DAS ORQUIDEAS,SAO PAULO,-23.607863,-46.642041,MapBox,15578,-23.6390942,-46.4450002,0.791944,RUA DAS ORQUIDEAS
       409,ORQUIDEAS,SAO PAULO,-23.608092,-46.641909,MapBox,15579,-23.164261,-46.599354,0.672336,ORQUIDEAS
       409,ORQUIDEAS,SAO PAULO,-23.608092,-46.641909,Google,15579,-23.606425,-46.6432489,,ORQUIDEAS
       409,ORQUIDEAS,SAO PAULO,-23.608092,-46.641909,OpenRouteService,15579,-23.570533,-46.663713,0.6,ORQUIDEAS
112,GLICINIAS,SAO PAULO,-23.604631,-46.641485,TomTom,15580,-23.60474,-46.64163,9.62931633,GLICINIAS
112,GLICINIAS,SAO PAULO,-23.604631,-46.641485,OpenRouteService,15580,-23.570533,-46.663713,0.6,GLICINIAS
112,GLICINIAS,SAO PAULO,-23.604631,-46.641485,Google,15580,-23.6046888,-46.641779,,GLICINIAS
112,GLICINIAS,SAO PAULO,-23.604631,-46.641485,MapBox,15580,-23.119141,-46.5965395,0.587333,GLICINIAS
472,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602668,-46.641391,OpenRouteService,15581,-23.570533,-46.663713,0.6,ALTINO ARANTES DOUTOR
472,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602668,-46.641391,TomTom,15581,-23.60248,-46.64151,14.0293321609,ALTINO ARANTES DOUTOR
472,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602668,-46.641391,MapBox,15581,-23.602729,-46.642766,0.678889,ALTINO ARANTES DOUTOR
472,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602668,-46.641391,Google,15581,-23.5458324,-46.6338905,,ALTINO ARANTES DOUTOR
351,RUA ORISSANGA,SAO PAULO,-23.609295,-46.639704,TomTom,15582,-23.50184,-46.8728,9.9539461136,RUA ORISSANGA
351,RUA ORISSANGA,SAO PAULO,-23.609295,-46.639704,MapBox,15582,-23.609311,-46.640335,0.787619,RUA ORISSANGA
351,RUA ORISSANGA,SAO PAULO,-23.609295,-46.639704,OpenRouteService,15582,-23.570533,-46.663713,0.6,RUA ORISSANGA
351,RUA ORISSANGA,SAO PAULO,-23.609295,-46.639704,Google,15582,-23.6094566,-46.6404878,,RUA ORISSANGA
232,ALAMEDA DAS BONINAS,SAO PAULO,-23.605854,-46.638832,MapBox,15583,-23.605606,-46.639134,0.795556,ALAMEDA DAS BONINAS
232,ALAMEDA DAS BONINAS,SAO PAULO,-23.605854,-46.638832,TomTom,15583,-23.60556,-46.63917,14.2824602127,ALAMEDA DAS BONINAS
232,ALAMEDA DAS BONINAS,SAO PAULO,-23.605854,-46.638832,Google,15583,-23.6055269,-46.6391049,,ALAMEDA DAS BONINAS
232,ALAMEDA DAS BONINAS,SAO PAULO,-23.605854,-46.638832,OpenRouteService,15583,-23.605857,-46.638866,0.8,ALAMEDA DAS BONINAS
71,RUA ARABE,SAO PAULO,-23.603367,-46.637953,MapBox,15584,-23.598824,-46.688324,0.787619,RUA ARABE
71,RUA ARABE,SAO PAULO,-23.603367,-46.637953,OpenRouteService,15584,-23.603411,-46.638119,0.8,RUA ARABE
71,RUA ARABE,SAO PAULO,-23.603367,-46.637953,Google,15584,-23.6033733,-46.6376832,,RUA ARABE
71,RUA ARABE,SAO PAULO,-23.603367,-46.637953,TomTom,15584,-23.60353,-46.63803,12.0984487534,RUA ARABE
142/,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602692,-46.638238,Google,15585,-23.5458324,-46.6338905,,ALTINO ARANTES DOUTOR
142/,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602692,-46.638238,MapBox,15585,-23.60273,-46.642494,0.678889,ALTINO ARANTES DOUTOR
142/,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602692,-46.638238,OpenRouteService,15585,-23.570533,-46.663713,0.6,ALTINO ARANTES DOUTOR
142/,ALTINO ARANTES DOUTOR,SAO PAULO,-23.602692,-46.638238,TomTom,15585,-23.6027,-46.6382,14.0293321609,ALTINO ARANTES DOUTOR
54,RUA VARPA,SAO PAULO,-23.598689,-46.644708,Google,15586,-23.5990379,-46.6447728,,RUA VARPA
54,RUA VARPA,SAO PAULO,-23.598689,-46.644708,MapBox,15586,-23.59891,-46.644677,0.787619,RUA VARPA
54,RUA VARPA,SAO PAULO,-23.598689,-46.644708,OpenRouteService,15586,-23.598878,-46.644742,0.8,RUA VARPA
54,RUA VARPA,SAO PAULO,-23.598689,-46.644708,TomTom,15586,-23.59915,-46.64478,12.0984487534,RUA VARPA
00072,RUA TRES DE MAIO,SAO PAULO,-23.600255,-46.642024,TomTom,15587,-23.53095,-46.44318,14.742562294,RUA TRES DE MAIO
00072,RUA TRES DE MAIO,SAO PAULO,-23.600255,-46.642024,MapBox,15587,-23.613806,-46.591161,0.801728,RUA TRES DE MAIO
00072,RUA TRES DE MAIO,SAO PAULO,-23.600255,-46.642024,OpenRouteService,15587,-23.601836,-46.642004,0.8,RUA TRES DE MAIO
00072,RUA TRES DE MAIO,SAO PAULO,-23.600255,-46.642024,Google,15587,-23.6003541,-46.6422558,,RUA TRES DE MAIO
565,ESTADO DE ISRAEL,SAO PAULO,-23.594388,-46.645146,Google,15588,-23.59454,-46.64516640000001,,ESTADO DE ISRAEL
565,ESTADO DE ISRAEL,SAO PAULO,-23.594388,-46.645146,OpenRouteService,15588,-23.59434,-46.644985,0.8,ESTADO DE ISRAEL
565,ESTADO DE ISRAEL,SAO PAULO,-23.594388,-46.645146,TomTom,15588,-23.59468,-46.6453,14.2179908752,ESTADO DE ISRAEL
565,ESTADO DE ISRAEL,SAO PAULO,-23.594388,-46.645146,MapBox,15588,-23.594469,-46.6437,0.795556,ESTADO DE ISRAEL
558,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595754,-46.642145,Google,15589,-23.5957889,-46.641725,,RUA DOUTOR DIOGO DE FARIA
558,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595754,-46.642145,TomTom,15589,-23.59579,-46.64193,18.5325260162,RUA DOUTOR DIOGO DE FARIA
558,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595754,-46.642145,MapBox,15589,-23.595479,-46.64183,0.806667,RUA DOUTOR DIOGO DE FARIA
558,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.595754,-46.642145,OpenRouteService,15589,-23.595539,-46.641901,0.8,RUA DOUTOR DIOGO DE FARIA
93,RUA MIRASSOL,SAO PAULO,-23.600619,-46.639233,TomTom,15590,-23.60081,-46.63931,12.0984487534,RUA MIRASSOL
93,RUA MIRASSOL,SAO PAULO,-23.600619,-46.639233,Google,15590,-23.6007494,-46.6393285,,RUA MIRASSOL
93,RUA MIRASSOL,SAO PAULO,-23.600619,-46.639233,OpenRouteService,15590,-23.600548,-46.640209,0.8,RUA MIRASSOL
93,RUA MIRASSOL,SAO PAULO,-23.600619,-46.639233,MapBox,15590,-23.506407,-46.459465,0.787619,RUA MIRASSOL
60,RUA MIRASSOL,SAO PAULO,-23.600485,-46.63894,OpenRouteService,15591,-23.600548,-46.640209,0.8,RUA MIRASSOL
60,RUA MIRASSOL,SAO PAULO,-23.600485,-46.63894,Google,15591,-23.6004744,-46.6390171,,RUA MIRASSOL
60,RUA MIRASSOL,SAO PAULO,-23.600485,-46.63894,MapBox,15591,-23.502815,-46.620025,0.787619,RUA MIRASSOL
60,RUA MIRASSOL,SAO PAULO,-23.600485,-46.63894,TomTom,15591,-23.60029,-46.63899,12.0984487534,RUA MIRASSOL
697,RUA CORONEL LISBOA,SAO PAULO,-23.596847,-46.63972,OpenRouteService,15592,-23.591936,-46.639353,0.8,RUA CORONEL LISBOA
697,RUA CORONEL LISBOA,SAO PAULO,-23.596847,-46.63972,Google,15592,-23.5966472,-46.6397488,,RUA CORONEL LISBOA
697,RUA CORONEL LISBOA,SAO PAULO,-23.596847,-46.63972,TomTom,15592,-23.59676,-46.63982,14.1170272827,RUA CORONEL LISBOA
697,RUA CORONEL LISBOA,SAO PAULO,-23.596847,-46.63972,MapBox,15592,-23.596137,-46.639807,0.795556,RUA CORONEL LISBOA
66,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.596163,-46.63732,Google,15593,-23.5961206,-46.6372485,,RUA DOUTOR DIOGO DE FARIA
66,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.596163,-46.63732,TomTom,15593,-23.59614,-46.63727,18.5325260162,RUA DOUTOR DIOGO DE FARIA
66,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.596163,-46.63732,MapBox,15593,-23.596055,-46.6398,0.806667,RUA DOUTOR DIOGO DE FARIA
66,RUA DOUTOR DIOGO DE FARIA,SAO PAULO,-23.596163,-46.63732,OpenRouteService,15593,-23.595738,-46.643543,0.8,RUA DOUTOR DIOGO DE FARIA
256,RUA MAIRINQUE,SAO PAULO,-23.595594,-46.637888,OpenRouteService,15594,-23.59555,-46.637982,0.8,RUA MAIRINQUE
256,RUA MAIRINQUE,SAO PAULO,-23.595594,-46.637888,Google,15594,-23.5955124,-46.6380361,,RUA MAIRINQUE
256,RUA MAIRINQUE,SAO PAULO,-23.595594,-46.637888,MapBox,15594,-23.595743,-46.63884,0.787619,RUA MAIRINQUE
256,RUA MAIRINQUE,SAO PAULO,-23.595594,-46.637888,TomTom,15594,-23.59552,-46.63803,12.0984487534,RUA MAIRINQUE
30,RUA CORREIA DE LEMOS,SAO PAULO,-23.608116,-46.636638,TomTom,15595,-23.60817,-46.63671,16.4314441681,RUA CORREIA DE LEMOS
30,RUA CORREIA DE LEMOS,SAO PAULO,-23.608116,-46.636638,Google,15595,-23.6082389,-46.6367627,,RUA CORREIA DE LEMOS
30,RUA CORREIA DE LEMOS,SAO PAULO,-23.608116,-46.636638,OpenRouteService,15595,-23.607081,-46.633035,0.8,RUA CORREIA DE LEMOS
30,RUA CORREIA DE LEMOS,SAO PAULO,-23.608116,-46.636638,MapBox,15595,-23.607966,-46.636424,0.801728,RUA CORREIA DE LEMOS
75,PAGEU,SAO PAULO,-23.606459,-46.633888,TomTom,15596,-23.60626,-46.63594,9.2423391342,PAGEU
75,PAGEU,SAO PAULO,-23.606459,-46.633888,OpenRouteService,15596,-20.489613,-47.42802,1.0,PAGEU
75,PAGEU,SAO PAULO,-23.606459,-46.633888,MapBox,15596,-23.439217,-46.800203,0.705278,PAGEU
75,PAGEU,SAO PAULO,-23.606459,-46.633888,Google,15596,-23.6061507,-46.635898,,PAGEU
453,RUA CORREIA DE LEMOS,SAO PAULO,-23.606981,-46.633183,MapBox,15597,-23.607075,-46.632741,0.801728,RUA CORREIA DE LEMOS
453,RUA CORREIA DE LEMOS,SAO PAULO,-23.606981,-46.633183,OpenRouteService,15597,-23.607081,-46.633035,0.8,RUA CORREIA DE LEMOS
453,RUA CORREIA DE LEMOS,SAO PAULO,-23.606981,-46.633183,Google,15597,-23.6068725,-46.6332187,,RUA CORREIA DE LEMOS
453,RUA CORREIA DE LEMOS,SAO PAULO,-23.606981,-46.633183,TomTom,15597,-23.60702,-46.63319,16.4314441681,RUA CORREIA DE LEMOS
259,JOSE DE CAMARGO,SAO PAULO,-23.60594,-46.63368,OpenRouteService,15598,-23.570533,-46.663713,0.6,JOSE DE CAMARGO
259,JOSE DE CAMARGO,SAO PAULO,-23.60594,-46.63368,MapBox,15598,-23.605947,-46.633779,0.795556,JOSE DE CAMARGO
259,JOSE DE CAMARGO,SAO PAULO,-23.60594,-46.63368,Google,15598,-23.605914,-46.6335611,,JOSE DE CAMARGO
259,JOSE DE CAMARGO,SAO PAULO,-23.60594,-46.63368,TomTom,15598,-23.6062,-46.63341,14.0533046722,JOSE DE CAMARGO
2958,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.602179,-46.636806,OpenRouteService,15599,-23.577815,-46.641001,0.8,RUA DOMINGOS DE MORAIS
2958,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.602179,-46.636806,MapBox,15599,-23.602368,-46.637439,0.801728,RUA DOMINGOS DE MORAIS
2958,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.602179,-46.636806,Google,15599,-23.6022888,-46.6369714,,RUA DOMINGOS DE MORAIS
2958,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.602179,-46.636806,TomTom,15599,-23.60239,-46.6374,16.4314441681,RUA DOMINGOS DE MORAIS
2967,RUA DOMINGOS DE MORAES,SAO PAULO,-23.602349,-46.636473,MapBox,15600,-23.601948,-46.636787,0.801728,RUA DOMINGOS DE MORAES
2967,RUA DOMINGOS DE MORAES,SAO PAULO,-23.602349,-46.636473,TomTom,15600,-23.60252,-46.63655,15.9277296066,RUA DOMINGOS DE MORAES
2967,RUA DOMINGOS DE MORAES,SAO PAULO,-23.602349,-46.636473,OpenRouteService,15600,-23.570533,-46.663713,0.6,RUA DOMINGOS DE MORAES
2967,RUA DOMINGOS DE MORAES,SAO PAULO,-23.602349,-46.636473,Google,15600,-23.6024988,-46.6364257,,RUA DOMINGOS DE MORAES
130,RUA PADRE MACHADO,SAO PAULO,-23.601578,-46.635368,OpenRouteService,15601,-23.601684,-46.625158,0.8,RUA PADRE MACHADO
130,RUA PADRE MACHADO,SAO PAULO,-23.601578,-46.635368,Google,15601,-23.6018241,-46.6354456,,RUA PADRE MACHADO
130,RUA PADRE MACHADO,SAO PAULO,-23.601578,-46.635368,MapBox,15601,-23.60168,-46.626248,0.795556,RUA PADRE MACHADO
130,RUA PADRE MACHADO,SAO PAULO,-23.601578,-46.635368,TomTom,15601,-23.60147,-46.63538,14.2824602127,RUA PADRE MACHADO
220,OUVIDOR PELEJA,SAO PAULO,-23.602853,-46.634374,TomTom,15602,-23.60276,-46.63447,12.0475168228,OUVIDOR PELEJA
220,OUVIDOR PELEJA,SAO PAULO,-23.602853,-46.634374,Google,15602,-23.6029998,-46.6345409,,OUVIDOR PELEJA
220,OUVIDOR PELEJA,SAO PAULO,-23.602853,-46.634374,MapBox,15602,-23.602862,-46.627404,0.724127,OUVIDOR PELEJA
220,OUVIDOR PELEJA,SAO PAULO,-23.602853,-46.634374,OpenRouteService,15602,-23.60286,-46.631104,0.8,OUVIDOR PELEJA
98,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO,SAO PAULO,-23.605975,-46.631913,Google,15603,-23.6060882,-46.6319703,,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO
98,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO,SAO PAULO,-23.605975,-46.631913,MapBox,15603,-23.6059405,-46.6322912,0.762222,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO
98,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO,SAO PAULO,-23.605975,-46.631913,TomTom,15603,-23.60624,-46.63203,18.5256881714,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO
98,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO,SAO PAULO,-23.605975,-46.631913,OpenRouteService,15603,-23.605942,-46.632199,0.8,RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO
989,AVENIDA ITABORAI,SAO PAULO,-23.608336,-46.629333,TomTom,15604,-23.60806,-46.62565,12.0984487534,AVENIDA ITABORAI
989,AVENIDA ITABORAI,SAO PAULO,-23.608336,-46.629333,OpenRouteService,15604,-23.608315,-46.624393,0.8,AVENIDA ITABORAI
989,AVENIDA ITABORAI,SAO PAULO,-23.608336,-46.629333,MapBox,15604,-23.608381,-46.62985,0.787619,AVENIDA ITABORAI
989,AVENIDA ITABORAI,SAO PAULO,-23.608336,-46.629333,Google,15604,-23.6079986,-46.6257354,,AVENIDA ITABORAI
83,RUA GENERAL ELOY ALFARO,SAO PAULO,-23.604878,-46.631167,MapBox,15605,-23.604812,-46.631319,0.801728,RUA GENERAL ELOY ALFARO
83,RUA GENERAL ELOY ALFARO,SAO PAULO,-23.604878,-46.631167,OpenRouteService,15605,-23.570533,-46.663713,0.6,RUA GENERAL ELOY ALFARO
83,RUA GENERAL ELOY ALFARO,SAO PAULO,-23.604878,-46.631167,Google,15605,-23.6048587,-46.6311358,,RUA GENERAL ELOY ALFARO
83,RUA GENERAL ELOY ALFARO,SAO PAULO,-23.604878,-46.631167,TomTom,15605,-23.60486,-46.63108,14.0293321609,RUA GENERAL ELOY ALFARO
220,RUA BELA FLOR 217,SAO PAULO,-23.603558,-46.631588,Google,15606,-23.6035425,-46.6313727,,RUA BELA FLOR 217
220,RUA BELA FLOR 217,SAO PAULO,-23.603558,-46.631588,TomTom,15606,-23.60348,-46.6315,14.2824602127,RUA BELA FLOR 217
220,RUA BELA FLOR 217,SAO PAULO,-23.603558,-46.631588,MapBox,15606,-23.6028514,-46.6316193,0.702963,RUA BELA FLOR 217
220,RUA BELA FLOR 217,SAO PAULO,-23.603558,-46.631588,OpenRouteService,15606,-23.602846,-46.631619,0.8,RUA BELA FLOR 217
98,RUA ESTELA DOS SANTOS,SAO PAULO,-23.603666,-46.630888,TomTom,15607,-23.60373,-46.63097,16.4244728088,RUA ESTELA DOS SANTOS
98,RUA ESTELA DOS SANTOS,SAO PAULO,-23.603666,-46.630888,OpenRouteService,15607,-23.603478,-46.630894,0.8,RUA ESTELA DOS SANTOS
98,RUA ESTELA DOS SANTOS,SAO PAULO,-23.603666,-46.630888,Google,15607,-23.603773,-46.6310696,,RUA ESTELA DOS SANTOS
98,RUA ESTELA DOS SANTOS,SAO PAULO,-23.603666,-46.630888,MapBox,15607,-23.6040926,-46.6308947,0.752346,RUA ESTELA DOS SANTOS
       575,JUREIA,SAO PAULO,-23.602415,-46.629775,MapBox,15608,-23.610389,-46.656506,0.708148,JUREIA
       575,JUREIA,SAO PAULO,-23.602415,-46.629775,Google,15608,-23.6024868,-46.6297877,,JUREIA
       575,JUREIA,SAO PAULO,-23.602415,-46.629775,OpenRouteService,15608,-20.489613,-47.42802,1.0,JUREIA
439,JUREIA,SAO PAULO,-23.601232,-46.629513,TomTom,15609,-23.60121,-46.6296,9.6567392349,JUREIA
439,JUREIA,SAO PAULO,-23.601232,-46.629513,Google,15609,-23.6012625,-46.6295277,,JUREIA
439,JUREIA,SAO PAULO,-23.601232,-46.629513,MapBox,15609,-23.608966,-46.658291,0.708148,JUREIA
439,JUREIA,SAO PAULO,-23.601232,-46.629513,OpenRouteService,15609,-20.489613,-47.42802,1.0,JUREIA
2565,RUA DOMINGOS DE MORAES,SAO PAULO,-23.599696,-46.636449,MapBox,15610,-23.598779,-46.635748,0.801728,RUA DOMINGOS DE MORAES
2565,RUA DOMINGOS DE MORAES,SAO PAULO,-23.599696,-46.636449,TomTom,15610,-23.59844,-46.63639,15.9277296066,RUA DOMINGOS DE MORAES
2565,RUA DOMINGOS DE MORAES,SAO PAULO,-23.599696,-46.636449,OpenRouteService,15610,-23.598779,-46.635748,0.8,RUA DOMINGOS DE MORAES
2565,RUA DOMINGOS DE MORAES,SAO PAULO,-23.599696,-46.636449,Google,15610,-23.5988773,-46.6362546,,RUA DOMINGOS DE MORAES
2267,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.596006,-46.636408,OpenRouteService,15611,-23.577815,-46.641001,0.8,RUA DOMINGOS DE MORAIS
2267,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.596006,-46.636408,MapBox,15611,-23.596373,-46.636469,0.801728,RUA DOMINGOS DE MORAIS
2267,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.596006,-46.636408,Google,15611,-23.5961633,-46.636313,,RUA DOMINGOS DE MORAIS
2267,RUA DOMINGOS DE MORAIS,SAO PAULO,-23.596006,-46.636408,TomTom,15611,-23.59611,-46.63639,16.4314441681,RUA DOMINGOS DE MORAIS
311,RUA AFONSO CELSO,SAO PAULO,-23.593564,-46.635034,TomTom,15612,-23.59434,-46.63437,14.2824602127,RUA AFONSO CELSO
311,RUA AFONSO CELSO,SAO PAULO,-23.593564,-46.635034,OpenRouteService,15612,-23.594048,-46.63419,0.8,RUA AFONSO CELSO
311,RUA AFONSO CELSO,SAO PAULO,-23.593564,-46.635034,MapBox,15612,-23.593996,-46.635045,0.795556,RUA AFONSO CELSO
311,RUA AFONSO CELSO,SAO PAULO,-23.593564,-46.635034,Google,15612,-23.5944562,-46.6342205,,RUA AFONSO CELSO
671,RUA AFONSO CELSO,SAO PAULO,-23.596695,-46.63483,TomTom,15613,-23.59747,-46.63448,14.2824602127,RUA AFONSO CELSO
671,RUA AFONSO CELSO,SAO PAULO,-23.596695,-46.63483,OpenRouteService,15613,-23.592162,-46.635288,0.8,RUA AFONSO CELSO
671,RUA AFONSO CELSO,SAO PAULO,-23.596695,-46.63483,Google,15613,-23.597687,-46.6345272,,RUA AFONSO CELSO
671,RUA AFONSO CELSO,SAO PAULO,-23.596695,-46.63483,MapBox,15613,-23.597519,-46.634811,0.795556,RUA AFONSO CELSO
211,RUA DOUTOR THIRSO MARTINS,SAO PAULO,-23.595691,-46.634756,TomTom,15614,-23.59558,-46.63441,15.6547460556,RUA DOUTOR THIRSO MARTINS
211,RUA DOUTOR THIRSO MARTINS,SAO PAULO,-23.595691,-46.634756,Google,15614,-23.5954355,-46.6342755,,RUA DOUTOR THIRSO MARTINS
211,RUA DOUTOR THIRSO MARTINS,SAO PAULO,-23.595691,-46.634756,OpenRouteService,15614,-23.570533,-46.663713,0.6,RUA DOUTOR THIRSO MARTINS
211,RUA DOUTOR THIRSO MARTINS,SAO PAULO,-23.595691,-46.634756,MapBox,15614,-23.4266875,-46.5099477,0.630123,RUA DOUTOR THIRSO MARTINS
       165,SAO SAMUEL,SAO PAULO,-23.59503,-46.633551,Google,15615,-23.594954,-46.6334717,,SAO SAMUEL
       165,SAO SAMUEL,SAO PAULO,-23.59503,-46.633551,OpenRouteService,15615,-23.570533,-46.663713,0.6,SAO SAMUEL
       165,SAO SAMUEL,SAO PAULO,-23.59503,-46.633551,MapBox,15615,-23.595452,-46.63367,0.787619,SAO SAMUEL
752,RUA SANTA CRUZ,SAO PAULO,-23.597317,-46.62915,MapBox,15616,-23.597322,-46.628931,0.795556,RUA SANTA CRUZ
752,RUA SANTA CRUZ,SAO PAULO,-23.597317,-46.62915,OpenRouteService,15616,-23.602606,-46.617326,0.8,RUA SANTA CRUZ
752,RUA SANTA CRUZ,SAO PAULO,-23.597317,-46.62915,Google,15616,-23.5973801,-46.6293151,,RUA SANTA CRUZ
752,RUA SANTA CRUZ,SAO PAULO,-23.597317,-46.62915,TomTom,15616,-23.59737,-46.62905,14.2824602127,RUA SANTA CRUZ
307,RUA MAURICIO FRANCISCO KLABIN,SAO PAULO,-23.594371,-46.632556,MapBox,15617,-23.594522,-46.632613,0.801728,RUA MAURICIO FRANCISCO KLABIN
307,RUA MAURICIO FRANCISCO KLABIN,SAO PAULO,-23.594371,-46.632556,OpenRouteService,15617,-23.594179,-46.632921,0.8,RUA MAURICIO FRANCISCO KLABIN
307,RUA MAURICIO FRANCISCO KLABIN,SAO PAULO,-23.594371,-46.632556,TomTom,15617,-23.59415,-46.63258,16.4244728088,RUA MAURICIO FRANCISCO KLABIN
307,RUA MAURICIO FRANCISCO KLABIN,SAO PAULO,-23.594371,-46.632556,Google,15617,-23.5942716,-46.6325964,,RUA MAURICIO FRANCISCO KLABIN
16,ATILIO SELVA,SAO PAULO,-23.657045,-46.614332,OpenRouteService,15618,-23.570533,-46.663713,0.6,ATILIO SELVA
16,ATILIO SELVA,SAO PAULO,-23.657045,-46.614332,Google,15618,-23.6577235,-46.6136245,,ATILIO SELVA
16,ATILIO SELVA,SAO PAULO,-23.657045,-46.614332,TomTom,15618,-23.65737,-46.61354,11.9079704285,ATILIO SELVA
16,ATILIO SELVA,SAO PAULO,-23.657045,-46.614332,MapBox,15618,-23.6571724,-46.6134466,0.724127,ATILIO SELVA
SN,RUA ANDRE PUJOS,SAO PAULO,-23.658007,-46.613201,OpenRouteService,15619,-23.658641,-46.61312,0.8,RUA ANDRE PUJOS
SN,RUA ANDRE PUJOS,SAO PAULO,-23.658007,-46.613201,TomTom,15619,-23.65848,-46.61315,12.5686864853,RUA ANDRE PUJOS
SN,RUA ANDRE PUJOS,SAO PAULO,-23.658007,-46.613201,Google,15619,-23.6584803,-46.6131704,,RUA ANDRE PUJOS
SN,RUA ANDRE PUJOS,SAO PAULO,-23.658007,-46.613201,MapBox,15619,-23.6591714,-46.6123855,0.74,RUA ANDRE PUJOS
5983,AVENIDA CURSINO,SAO PAULO,-23.652788,-46.614098,MapBox,15620,-23.6309283,-46.6176394,0.724127,AVENIDA CURSINO
5983,AVENIDA CURSINO,SAO PAULO,-23.652788,-46.614098,TomTom,15620,-23.65249,-46.61413,11.3905153275,AVENIDA CURSINO
5983,AVENIDA CURSINO,SAO PAULO,-23.652788,-46.614098,OpenRouteService,15620,-23.623224,-46.620166,0.8,AVENIDA CURSINO
5983,AVENIDA CURSINO,SAO PAULO,-23.652788,-46.614098,Google,15620,-23.6524478,-46.6140632,,AVENIDA CURSINO
145,LIRA DOS VERDES ANOS,SAO PAULO,-23.652473,-46.612933,MapBox,15621,-23.6529999,-46.6130468,0.752346,LIRA DOS VERDES ANOS
